Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Consuelo Lambswood,F,25,14,549,5,3,0,1,0,3,0,3,5,4,3,4,5,3,4,5,2,3,4,1,1,3,2,1,5,4,2,3,4,4,0,1,0,0,2,1,3,5,3,4,5,4,1,3,2,4
Pietro Sherrock,M,45,5,616,0,0,0,3,0,0,2,0,0,4,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,5,4,0,0,3,4,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0
Audie Shaughnessy,F,35,20,346,0,0,0,5,5,2,4,2,4,2,4,5,2,0,5,0,5,1,3,3,5,0,3,4,0,2,2,2,2,3,1,4,3,1,2,4,3,2,4,2,3,3,3,2,2,4
Lexis Gellan,F,25,9,970,1,0,0,5,4,3,0,1,0,5,1,0,2,4,4,3,4,3,0,0,1,2,0,3,4,3,1,4,0,1,0,5,1,0,4,1,5,0,1,4,4,4,0,3,1,3
Joby Abbatucci,F,56,10,489,0,4,2,1,0,3,4,0,0,0,3,3,2,5,3,3,2,2,4,3,5,5,2,4,2,0,4,3,2,5,5,5,3,0,1,4,2,5,3,1,0,2,3,1,2,1
Dallis Lutty,M,50,15,596,5,0,0,5,0,2,0,3,1,5,0,1,2,2,1,0,2,3,4,4,3,2,4,4,3,3,0,2,0,5,0,0,0,0,5,4,4,2,0,2,0,5,3,0,5,2
Merralee Oliphant,F,25,7,181,5,0,5,5,0,0,2,3,5,4,1,0,0,0,5,5,3,4,5,5,5,3,3,2,0,4,3,0,0,3,3,1,5,2,1,2,5,1,0,3,0,4,3,1,4,2
Roddie Celiz,M,35,10,88,3,0,0,5,1,5,3,4,5,4,4,4,0,3,4,5,2,1,4,3,4,4,0,2,4,0,0,3,0,1,5,5,5,0,5,5,0,2,0,4,0,4,0,5,2,3
Mortimer Charrette,M,56,16,240,3,3,1,5,1,1,0,1,2,2,4,1,5,0,2,0,3,0,5,0,3,0,3,4,0,2,3,4,0,5,3,1,1,1,3,1,1,1,0,0,0,3,4,3,1,0
Flem Mounter,M,50,12,396,5,0,0,5,4,3,4,2,3,2,1,4,0,3,0,3,3,0,4,0,0,2,0,0,3,0,2,1,0,0,3,5,0,1,3,2,2,0,4,5,2,0,0,1,0,5
Laurent Care,M,56,7,775,3,0,4,0,0,2,4,4,5,1,1,4,1,5,2,3,3,1,4,3,4,0,4,5,4,4,4,0,3,0,5,1,1,4,3,1,4,2,0,3,5,5,3,1,4,2
Hilliard Core,M,18,1,623,3,3,0,0,0,0,0,4,0,0,4,0,2,5,2,0,4,4,2,0,3,0,0,1,3,3,3,3,4,5,0,1,4,0,4,0,4,4,0,4,0,4,3,5,5,2
Heath Sparrow,M,25,2,720,0,0,4,1,2,4,0,4,2,3,4,4,5,0,3,3,4,4,4,1,5,4,2,1,0,1,2,4,3,0,5,3,2,1,5,0,2,4,4,0,2,0,1,3,1,0
Hephzibah McNuff,F,1,20,560,4,3,0,1,0,0,0,2,1,2,3,2,0,0,4,0,4,0,3,0,0,0,4,4,0,0,0,0,0,0,0,5,0,2,5,2,4,4,5,3,1,5,3,0,0,0
Mayne Daintier,M,56,18,820,0,3,0,5,4,4,0,0,3,3,5,0,2,0,3,3,0,4,5,4,0,5,4,0,0,3,3,3,0,1,3,3,4,4,0,0,2,2,0,0,0,0,3,5,5,1
Bron Osgodby,M,45,15,66,1,1,2,4,0,0,2,5,5,0,4,0,1,0,0,3,3,0,2,0,2,0,0,4,0,2,5,0,0,1,2,0,5,1,4,2,5,0,0,0,0,0,3,2,3,0
Gian Congdon,M,1,14,914,1,0,4,3,5,1,2,4,5,2,4,1,0,2,5,2,1,3,3,3,1,4,2,4,1,5,4,0,1,1,2,0,3,5,0,4,0,1,0,4,0,1,3,3,2,5
