Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Sabra Loxdale,F,1,10,489,4,0,0,5,0,0,2,2,1,2,4,0,5,0,4,2,0,0,0,5,2,1,4,4,5,0,3,5,5,2,4,3,4,4,3,1,5,0,4,4,2,1,1,1,2,1
Lizzie Mollnar,F,25,20,462,1,3,0,5,3,2,2,0,0,4,2,0,1,4,4,2,5,0,3,0,3,0,0,4,3,0,0,1,4,0,0,0,0,5,4,1,3,4,0,3,2,1,0,0,0,3
Knox Ruffler,M,25,1,361,4,3,1,1,1,1,0,2,3,4,0,5,1,5,5,0,3,3,1,0,3,0,4,0,3,4,2,1,0,2,0,1,0,0,5,5,0,1,5,1,4,5,0,1,0,3
Washington Filov,M,50,17,584,0,0,0,5,0,0,2,2,2,2,2,4,0,0,3,5,4,3,5,5,2,5,5,4,5,4,4,5,5,4,4,4,2,4,0,0,5,1,4,0,2,0,0,0,5,0
Lizette MacKibbon,F,56,8,540,1,3,4,1,2,5,1,0,0,0,2,1,0,3,5,1,0,0,0,3,1,3,0,0,5,4,3,1,4,1,4,0,0,2,3,3,0,2,4,5,3,3,5,5,0,4
Gertrud Winser,F,50,2,743,1,0,5,4,2,1,3,0,3,4,1,0,5,1,1,0,1,2,1,1,3,5,3,1,0,0,2,0,4,2,1,5,3,3,1,3,3,0,1,4,4,1,5,5,2,0
Wilt Lyne,M,1,17,606,0,2,3,3,4,4,0,0,5,0,4,2,4,1,0,0,0,0,4,2,2,2,5,3,0,5,0,4,4,4,4,0,5,4,3,5,4,4,3,2,0,3,3,0,1,0
Jared Rosengren,M,56,4,982,0,3,0,2,0,4,4,0,3,3,0,2,1,5,0,1,0,0,3,1,5,2,3,1,2,0,4,5,3,3,5,5,5,4,4,1,1,4,4,0,2,0,5,0,0,1
Galvin Tutin,M,50,11,180,0,3,3,1,0,1,0,2,5,4,4,5,2,0,0,3,0,4,3,1,5,0,5,0,0,3,3,0,0,3,0,0,0,2,0,4,3,5,0,3,0,0,4,0,0,0
Berne Axelbee,M,18,4,122,0,2,0,4,4,2,0,1,3,2,0,4,2,0,1,1,3,5,2,4,1,0,4,4,5,0,0,0,5,3,3,0,0,3,5,0,3,5,0,0,0,0,2,5,5,3
Almire Menaul,F,25,5,165,3,0,1,5,3,3,4,0,4,0,5,0,0,5,0,1,4,2,0,0,4,5,2,5,0,0,3,0,3,2,0,0,3,0,2,4,4,0,4,0,4,2,2,5,3,0
Corry Gilsthorpe,F,35,15,285,0,0,0,2,3,0,1,0,1,4,4,1,3,0,5,1,4,0,1,1,2,5,2,2,2,0,5,5,2,1,5,1,0,4,5,0,0,5,2,0,3,0,2,5,0,0
Peg Groocock,F,45,3,152,2,1,1,4,0,0,0,3,1,4,4,5,1,2,3,0,3,2,0,5,2,0,4,4,5,0,5,0,1,4,4,2,5,4,3,4,4,0,5,5,0,1,0,1,5,0
