Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Isadore Ell,M,50,11,474,2,0,4,5,4,0,0,1,0,0,2,5,0,0,4,0,3,0,2,3,2,2,0,4,5,3,2,0,2,2,4,1,1,1,3,0,0,5,4,4,2,3,3,0,0,4
Tito Fowden,M,56,15,40,3,0,0,5,5,4,3,0,2,5,2,5,0,0,5,0,0,0,0,5,4,1,3,3,0,3,3,0,5,5,4,0,0,5,0,3,1,1,0,1,0,0,2,2,2,2
Letizia Grabham,F,18,17,339,2,1,3,1,5,5,3,5,3,0,4,0,1,2,4,2,4,4,1,0,1,3,4,5,3,3,5,1,5,0,1,2,2,0,4,5,5,1,0,3,0,5,0,3,3,1
Thorvald Le Count,M,25,18,41,0,0,3,3,4,0,3,0,0,0,5,0,5,0,0,1,1,5,4,0,5,5,0,4,0,5,2,5,2,5,1,5,1,3,5,2,5,0,4,3,1,0,5,2,3,0
Xavier Vallentine,M,18,0,756,3,0,0,1,1,1,0,0,0,5,5,0,0,0,0,3,4,0,1,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,5,2,0,0,0,0,0,2,4,0,3
Nissy Spanswick,F,35,15,830,4,0,2,1,5,4,1,2,4,2,2,1,3,0,5,1,4,4,4,3,3,2,2,1,0,4,0,5,5,4,2,4,5,4,4,0,0,1,5,5,1,3,3,0,5,4
Hi Sugars,M,1,2,54,3,1,3,5,0,2,0,3,3,3,5,1,2,1,3,3,1,3,2,3,3,5,4,3,4,0,1,0,3,0,2,5,4,0,1,1,4,5,4,1,2,2,3,2,5,4
Aldric Wolfarth,M,25,19,290,0,0,4,0,3,4,0,1,0,0,5,0,5,0,0,1,2,5,5,0,0,1,0,3,0,1,1,1,4,0,3,3,0,0,3,5,5,0,5,0,2,0,5,5,3,0
Jenn Garshore,F,1,17,146,5,1,3,4,0,2,2,5,2,2,5,3,5,0,3,2,5,2,3,4,2,0,0,4,5,0,5,4,3,5,4,4,4,4,1,4,2,0,0,2,0,4,3,0,2,5
Tripp Jencey,M,25,14,229,0,0,4,2,1,1,3,0,4,0,2,0,0,1,0,3,0,0,0,0,5,0,0,4,4,4,4,0,0,4,1,0,0,5,2,5,5,0,0,0,0,0,0,4,0,0
Nonah Cristofaro,F,50,17,111,2,0,4,5,4,4,0,2,0,1,4,5,4,0,2,1,1,5,1,0,4,3,0,0,0,3,0,5,1,0,0,5,0,4,3,5,5,1,0,3,0,5,0,3,3,0
Erma Schoenrock,F,50,2,460,1,0,0,5,0,0,0,2,3,1,4,2,0,0,4,4,4,0,2,1,4,0,0,0,0,2,0,3,0,1,0,1,4,2,5,3,0,3,3,3,5,1,2,4,4,0
Weber Vogeller,M,25,8,531,0,0,5,4,4,4,0,5,0,3,3,0,5,1,0,3,0,5,5,0,0,0,0,0,5,0,0,3,1,0,0,0,1,3,4,3,5,0,0,0,5,0,0,2,3,4
