Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Howey Casserley,M,50,2,240,0,3,0,3,0,3,1,2,0,3,2,4,0,1,0,0,3,0,4,2,5,2,0,0,3,2,5,0,2,0,0,5,0,4,4,4,5,0,4,0,0,0,4,0,0,4
Olly O'Mannion,M,35,11,800,2,1,5,5,5,5,3,1,0,5,2,5,0,3,5,5,2,0,4,3,2,2,0,0,1,5,1,4,1,2,1,4,2,3,1,3,4,2,4,0,0,4,0,5,3,5
Niko Botright,M,1,4,630,0,0,0,5,0,0,1,0,0,0,2,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0
Adolphe Shirlaw,M,35,18,17,3,4,0,2,5,0,0,2,0,1,3,0,3,4,2,0,3,5,3,1,5,3,0,4,3,1,0,4,1,5,0,5,3,0,4,4,0,1,0,0,0,0,1,3,1,2
Daisi Rosetti,F,1,20,940,4,3,3,3,3,4,0,1,1,1,4,0,2,2,1,1,2,4,2,1,1,3,4,5,0,1,5,5,5,4,5,0,2,2,5,4,1,2,0,5,3,4,4,4,1,0
Burton Posthill,M,50,8,79,3,1,0,5,0,3,3,0,0,4,0,1,2,5,0,3,3,1,2,4,5,2,5,3,2,4,1,3,2,0,4,5,1,4,2,1,4,3,4,3,0,0,2,5,5,4
Wrennie Stickells,F,50,12,56,2,2,2,1,2,0,4,1,5,2,1,0,3,0,5,0,3,3,1,4,3,1,4,5,0,3,3,5,5,2,1,1,2,0,0,4,1,1,1,0,4,3,5,2,2,0
Stanislaus Lude,M,45,2,571,1,4,3,1,2,1,1,0,5,4,2,4,2,5,1,4,0,5,0,4,5,1,4,4,2,0,1,3,2,3,0,0,2,1,3,0,3,5,0,3,0,1,3,2,5,3
Noell Abadam,F,18,7,435,0,0,0,5,3,2,0,0,0,0,3,0,0,2,0,3,0,0,2,0,0,0,0,0,5,0,3,0,0,2,0,0,0,3,4,0,2,0,0,3,0,0,0,0,0,5
Pietrek Haggeth,M,25,3,720,5,0,3,5,4,3,1,3,5,5,0,5,1,0,5,5,5,4,4,5,4,4,3,3,0,0,0,3,5,5,4,3,5,4,1,1,5,3,2,3,0,2,4,0,4,2
Orelie Dugall,F,25,15,441,0,1,4,2,3,0,0,0,3,0,5,0,0,5,0,0,0,0,2,0,0,1,2,5,2,3,3,0,5,4,5,3,0,4,5,1,0,0,5,0,1,0,2,0,0,0
