Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Darcie Bakes,F,50,1,856,5,3,0,2,4,1,1,5,3,1,4,0,1,0,0,4,1,3,1,0,4,0,0,0,4,4,0,1,0,3,3,0,0,0,0,5,3,4,1,4,2,0,1,2,2,4
Bobinette Willicott,F,56,2,616,5,1,4,0,1,5,0,0,1,2,1,2,1,4,5,2,1,0,5,5,2,0,3,4,0,1,1,5,2,0,0,4,1,4,2,5,3,4,0,4,2,0,1,1,1,1
Schuyler Sparkwell,M,25,0,790,3,2,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,4,0,0,2,0,1,0,1,0,0,1,3,0,0,5,5,4,0,0,2,0,0,0,3,3,0,4
Willdon Adderson,M,50,3,926,3,1,2,0,1,2,3,4,1,0,2,2,2,2,4,4,4,5,0,3,4,3,4,2,5,0,4,2,5,3,3,3,0,4,3,1,1,4,2,5,0,0,1,3,5,4
Hew Goodlad,M,35,18,381,2,0,4,5,1,2,4,0,0,4,0,5,0,5,4,4,2,2,4,1,2,5,0,4,2,2,0,2,4,1,3,4,0,4,4,1,2,0,2,2,5,2,0,0,0,0
Vergil Lambswood,M,45,1,811,3,0,2,5,0,0,4,1,0,2,4,5,1,0,1,0,2,0,4,4,5,3,5,4,0,2,2,1,5,0,1,5,2,2,2,4,4,3,0,5,0,4,1,2,2,0
Buiron Yaakov,M,1,3,171,1,4,3,1,5,2,2,0,3,0,5,2,0,3,4,0,5,0,3,4,5,3,5,5,2,2,2,1,5,2,5,2,0,5,2,4,0,0,3,0,0,0,4,1,3,3
Westleigh Gaylor,M,35,12,45,4,0,0,5,5,5,1,4,3,0,5,2,0,5,0,5,5,1,5,2,3,1,5,4,1,1,3,0,3,1,1,3,0,2,4,4,4,0,0,5,1,4,1,1,3,1
Rosabel Sprigings,F,25,20,302,3,0,2,3,3,0,0,0,0,4,0,4,0,0,0,3,0,3,0,5,0,0,2,0,5,0,1,0,0,1,4,2,3,0,0,0,5,0,5,0,0,0,4,4,0,0
Tova Persian,F,50,10,760,4,2,2,5,0,2,0,4,0,3,0,5,5,0,5,0,0,0,1,1,2,2,3,5,2,3,0,0,0,4,3,0,3,3,0,5,3,2,1,3,5,3,1,1,4,4
Sharona Valentetti,F,45,0,930,0,0,0,3,4,1,1,5,2,2,3,3,2,3,3,0,0,0,4,2,1,5,5,4,2,4,2,1,3,4,3,5,0,2,4,1,0,3,3,5,4,0,3,5,1,0
Man Adney,M,18,20,253,1,0,0,1,5,2,4,0,0,5,5,1,0,4,0,0,2,4,4,2,0,0,4,0,2,4,0,4,0,5,3,0,0,0,0,3,0,0,4,0,0,0,3,1,0,0
Merrill Restill,F,35,15,772,1,3,4,2,3,0,4,3,5,1,4,0,3,0,5,0,2,0,3,2,1,5,5,2,0,2,4,5,3,4,3,4,2,3,4,0,3,5,0,4,2,1,2,0,0,0
Ira Kroger,M,35,0,207,4,0,0,3,1,0,0,0,5,2,3,4,3,0,0,0,0,1,4,0,1,5,3,4,3,4,4,0,5,0,4,4,2,0,2,3,3,0,2,2,4,1,5,3,0,4
Pearl Baggelley,F,35,16,110,0,4,2,0,2,3,0,0,0,3,0,5,4,4,0,0,0,0,0,3,2,4,2,0,4,0,2,3,0,0,1,0,1,3,0,2,5,0,0,2,4,4,0,4,0,1
