Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Rennie Donaher,F,1,9,76,1,2,0,3,1,1,0,1,0,5,4,5,4,0,5,0,0,3,1,5,3,0,2,4,1,5,4,4,1,3,3,0,2,3,5,0,3,5,4,0,0,5,3,4,4,3
Fran Tweddell,F,18,7,54,0,3,0,5,1,0,3,0,4,0,2,1,1,0,4,0,0,2,0,0,0,0,0,0,0,5,0,0,2,0,1,3,0,4,5,3,3,0,5,1,0,2,0,3,5,3
Emlen Bilson,M,45,19,524,5,4,0,1,0,1,3,2,0,1,1,0,3,1,0,1,2,0,2,3,3,3,5,1,0,3,1,3,4,2,2,2,4,5,2,1,0,2,0,3,0,0,1,5,2,0
Baudoin Stonnell,M,1,6,602,0,4,1,0,4,1,2,2,0,5,2,5,1,0,3,1,2,3,3,3,2,4,5,3,0,3,0,5,3,2,1,3,1,1,5,1,3,1,4,3,3,0,4,5,5,4
Xever Pleaden,M,25,20,943,3,0,1,4,3,0,1,5,0,3,2,0,0,0,4,0,0,0,5,4,4,2,0,4,0,0,3,0,0,4,3,0,1,0,0,3,0,0,0,4,0,0,4,2,0,4
Pauly Porker,M,18,0,104,4,4,4,2,0,0,1,0,4,0,4,2,0,2,5,0,0,0,4,0,4,5,0,2,3,2,3,4,0,4,1,2,2,5,2,5,5,0,5,2,2,2,1,2,5,3
Mira Fones,F,50,12,974,1,0,0,4,0,3,1,1,0,2,4,0,0,0,1,3,0,5,3,4,2,0,2,4,0,0,3,0,0,5,4,1,0,0,0,1,0,2,2,2,0,2,0,1,0,0
Angelico Hanby,M,35,4,980,4,3,5,3,2,1,2,0,4,5,3,4,0,0,0,2,2,0,2,0,0,0,5,0,0,4,5,0,0,0,0,0,0,4,4,0,0,0,5,0,5,0,5,4,0,0
Garrek Barnwall,M,35,4,977,3,3,3,4,5,0,1,1,5,5,4,2,0,1,5,4,0,0,2,0,0,3,0,5,4,3,0,3,1,5,4,1,5,0,3,1,3,5,3,4,1,1,5,5,2,0
Korie De Ambrosi,F,18,2,871,1,4,0,5,3,2,0,1,4,2,2,4,2,0,3,5,4,4,1,3,2,1,0,5,1,1,0,4,5,4,5,0,3,3,4,2,0,2,4,1,0,1,4,3,2,5
Cleavland Pitney,M,45,2,333,0,1,5,3,3,2,0,4,1,5,4,2,0,0,0,5,0,3,4,1,5,0,0,0,5,0,3,1,0,4,0,4,5,2,4,0,0,5,2,3,5,0,2,2,0,3
Joline Windibank,F,18,11,666,0,0,4,1,5,3,3,0,3,4,5,4,0,3,5,1,5,1,5,4,5,0,2,5,0,5,3,0,5,3,4,1,5,4,0,5,5,1,1,0,4,0,0,1,2,3
Carina Futcher,F,18,17,196,4,4,2,1,2,5,1,4,3,5,0,0,3,0,2,2,5,5,1,2,4,4,0,4,5,0,1,4,5,2,2,4,1,4,1,4,2,1,2,1,2,2,3,5,1,2
Lauren Bodicum,M,45,0,928,0,0,2,5,0,0,0,3,0,0,3,1,5,0,0,4,0,4,3,2,0,0,0,0,0,3,5,0,0,4,3,3,0,5,5,3,2,4,4,0,4,0,0,5,0,0
Dedie Lesurf,F,18,4,436,4,1,4,3,1,3,2,1,0,5,5,0,0,0,0,3,4,5,3,0,0,1,0,0,0,1,1,5,1,3,0,0,0,0,3,3,3,3,3,5,2,5,0,2,0,0
Sumner Hickisson,M,18,9,958,0,2,0,5,0,0,0,2,2,0,4,0,0,2,2,4,0,0,3,0,0,3,0,4,0,0,3,0,0,0,0,3,3,0,0,4,1,0,0,3,0,0,3,2,3,4
Vladamir Ebbetts,M,25,16,224,0,1,1,5,4,5,2,1,0,3,3,5,5,3,4,3,5,3,4,4,1,2,3,2,5,2,5,4,0,3,3,4,5,5,5,4,0,2,4,1,3,0,3,2,4,1
Alon Petriello,M,50,16,168,0,4,3,3,4,5,1,1,4,4,5,5,3,5,2,3,1,2,3,4,5,0,3,5,3,0,3,5,3,4,4,4,2,5,0,4,2,0,5,0,5,0,3,5,1,0
Malina Andrea,F,25,6,191,1,0,2,1,1,1,2,3,5,2,3,4,3,1,5,0,0,1,1,2,0,1,0,3,4,5,0,1,4,0,1,5,3,1,1,2,2,4,3,0,4,4,4,3,1,5
Lilli Chestnut,F,18,11,211,0,3,0,5,3,1,1,0,1,5,4,2,0,0,2,2,2,0,4,0,0,2,0,0,5,0,0,1,0,1,0,0,3,3,4,3,0,0,5,0,0,0,2,4,0,1
Opal Puden,F,35,8,300,3,0,0,2,1,0,4,2,0,4,1,0,1,1,2,2,0,2,3,0,3,0,0,4,4,0,0,4,2,1,0,2,5,0,5,4,1,0,0,2,0,2,2,5,1,0
Dieter Toma,M,1,10,26,0,1,0,3,3,1,1,5,5,1,4,2,3,2,1,1,3,2,1,4,2,2,4,4,0,5,3,0,2,2,4,5,4,4,0,1,2,2,2,5,3,0,5,4,1,0
Evered Almack,M,18,8,956,3,3,0,5,3,1,1,1,2,5,2,4,0,5,2,0,0,0,1,4,5,0,4,5,0,4,3,0,0,4,4,0,1,4,2,1,4,5,0,0,0,0,2,5,0,0
Haley Dyte,M,1,2,77,4,0,5,0,1,4,0,0,5,2,0,2,0,0,0,4,0,0,1,0,5,0,0,0,4,3,0,5,0,4,0,0,0,2,4,5,0,0,2,3,3,0,0,1,0,0
Cara Pherps,F,56,13,285,4,4,5,2,0,3,2,3,0,4,3,0,0,1,4,2,0,5,1,3,4,2,2,2,3,0,1,3,0,1,5,0,1,0,4,2,4,2,3,0,4,3,3,5,4,3
Curry Laurenzi,M,25,9,773,0,4,0,2,4,0,1,1,0,0,5,0,1,4,1,4,0,1,4,0,1,3,0,2,5,0,1,1,0,3,1,2,2,4,0,4,4,0,2,1,0,2,3,2,4,1
Barbara-anne Arndt,F,18,7,37,0,0,4,5,1,3,4,2,1,0,3,3,4,0,0,0,2,0,4,2,4,5,5,0,0,1,5,0,0,0,2,5,0,4,1,4,3,4,4,0,0,0,0,2,0,0
Denna Sember,F,45,19,870,4,0,0,5,1,3,0,0,5,4,1,1,0,0,4,0,3,0,3,1,2,0,3,4,3,0,0,4,4,3,3,1,0,5,0,3,3,5,3,0,0,0,3,1,0,1
