Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Jeremie Luca,M,25,4,12,0,0,1,3,3,0,2,4,0,2,5,0,5,0,0,1,2,5,5,0,4,5,0,4,0,4,4,3,0,1,2,0,1,4,2,2,2,0,0,0,0,0,3,5,3,0
Cornell Noury,M,50,12,282,4,0,1,3,4,2,4,1,1,4,5,1,0,3,5,4,5,1,5,4,2,5,3,0,0,2,2,0,1,1,4,4,0,5,2,0,0,5,5,3,1,1,3,2,0,2
Sebastien Trahear,M,35,18,983,0,4,0,5,3,4,0,0,0,1,5,0,2,0,3,4,5,5,2,0,0,5,0,0,0,5,1,3,0,3,0,5,2,3,0,0,0,0,2,0,0,0,3,2,5,1
Mahmoud Vitte,M,25,19,433,3,0,0,4,4,4,2,3,0,4,1,0,5,3,4,1,4,5,2,0,4,5,0,5,3,2,2,2,0,4,0,3,5,2,0,4,3,3,5,3,2,1,4,5,2,1
Ryan Codi,M,18,12,800,3,3,0,0,5,4,0,0,0,5,1,0,3,0,0,2,2,0,2,0,2,1,2,0,0,3,3,2,5,2,0,0,0,5,5,3,0,5,0,4,0,2,3,0,0,0
Alfy Barwick,M,56,2,336,0,4,3,0,4,0,2,1,3,5,5,0,2,1,0,0,4,2,5,4,5,5,4,3,3,4,1,2,2,3,4,5,3,5,0,2,2,0,4,0,2,0,4,0,5,0
Layton Somerville,M,56,11,244,5,0,3,3,4,5,1,0,2,3,2,1,2,0,0,5,3,1,2,1,5,2,3,4,3,3,4,2,1,1,5,0,1,0,5,0,0,4,0,0,0,0,0,5,5,4
Ceil Dufore,F,35,19,554,1,3,1,5,0,2,0,0,0,4,2,1,0,2,4,0,0,3,2,3,3,2,0,3,4,4,3,1,0,3,2,5,4,4,0,3,1,1,0,1,0,1,3,0,1,3
Jude Moreinu,M,50,18,240,4,0,0,5,0,3,2,4,3,2,5,4,0,0,5,2,3,5,3,4,1,5,5,0,5,3,0,0,2,2,4,1,4,2,4,4,4,5,0,3,0,1,5,3,2,3
Brendin Drane,M,50,3,895,5,3,0,5,4,0,2,3,2,5,4,1,2,0,1,3,4,5,4,4,2,5,5,4,0,4,5,3,2,1,2,2,0,4,0,0,5,2,2,2,3,5,3,5,5,0
Gaynor Curneen,F,1,12,900,0,2,0,5,2,0,1,3,0,5,2,4,0,1,0,0,0,0,0,0,1,3,0,3,0,3,1,0,4,5,0,3,0,5,4,0,5,0,1,0,1,0,4,2,0,0
Kellen Quelch,F,45,17,580,0,1,0,5,0,0,0,1,0,1,3,5,4,0,1,0,5,0,4,0,0,0,0,4,0,0,5,0,0,1,0,0,5,0,0,2,3,5,0,0,0,1,3,2,3,0
Jimmie Kroll,M,25,8,584,5,0,0,5,2,5,2,0,3,0,1,0,0,2,0,1,3,1,1,0,2,4,3,0,2,5,0,4,0,2,0,0,3,0,5,3,3,0,0,0,0,0,0,1,2,4
Morten Swinbourne,M,25,20,402,1,0,0,5,1,1,0,2,0,5,3,4,0,3,0,0,3,0,3,1,1,1,0,4,4,1,2,0,1,0,0,3,0,2,2,2,0,4,5,2,1,2,3,0,0,0
Lazarus Eggleston,M,56,6,236,0,1,0,5,2,1,3,5,3,3,0,0,0,5,0,1,4,0,1,4,3,5,4,2,5,4,4,0,2,2,5,0,0,5,4,0,1,0,3,4,0,0,1,2,0,5
Hazel Gofforth,F,35,9,497,4,2,0,5,4,0,0,4,0,4,4,1,0,5,4,0,2,0,1,1,4,5,0,0,0,3,1,0,2,3,0,3,5,0,4,3,0,2,1,4,2,4,4,1,4,0
Tannie Malan,M,50,9,498,5,2,1,3,3,5,2,2,1,5,2,3,2,2,5,3,3,3,3,4,1,4,3,5,3,5,3,2,1,1,1,5,2,3,2,4,0,0,3,0,0,0,5,5,2,2
Augustine Calliss,M,1,13,465,5,4,0,5,0,0,0,1,1,2,5,4,2,3,3,0,5,3,3,0,2,2,2,0,0,3,3,5,0,4,0,0,4,4,2,0,2,4,5,2,5,4,0,0,5,0
Silvain Novill,M,25,3,321,3,4,0,4,0,0,2,5,0,1,5,0,0,4,2,0,2,5,1,2,4,0,0,4,5,0,2,0,0,5,2,1,5,4,0,4,3,1,2,3,0,5,5,3,2,1
Bowie Chauvey,M,45,1,933,3,0,5,5,0,0,0,0,3,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,0,0,3,3,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0
Errol Twidale,M,18,5,957,4,0,0,4,0,2,0,0,0,0,5,1,1,1,1,3,0,1,0,0,0,3,0,5,3,3,2,1,0,0,5,0,3,0,3,5,3,1,5,0,3,1,3,2,1,2
Chevalier Avarne,M,35,1,436,0,1,3,5,3,4,3,3,1,5,3,0,2,0,2,3,1,4,1,3,2,0,4,3,5,3,0,4,4,0,1,3,5,0,1,2,2,2,3,0,0,0,3,1,5,1
Loraine Burberow,F,1,12,279,3,0,0,0,0,3,0,5,2,1,5,5,2,3,3,3,3,4,2,1,4,2,3,0,3,0,2,3,2,3,0,5,2,5,2,2,5,4,3,4,1,2,4,0,1,4
Freddy Daglish,F,1,1,988,3,4,0,5,3,2,0,5,1,5,0,3,0,3,5,1,5,2,1,4,1,0,4,0,5,3,4,0,0,0,4,4,0,1,2,4,1,0,5,5,4,0,5,0,0,5
Park Benger,M,35,12,465,3,4,0,3,0,1,2,3,2,5,0,2,5,0,4,3,1,2,4,3,3,2,2,3,0,5,4,3,4,4,2,2,3,5,4,3,0,2,0,0,0,0,3,4,1,5
Paulie Gilloran,M,35,17,77,2,2,0,2,0,0,0,2,2,3,5,5,0,2,2,0,1,3,0,0,0,0,2,2,1,0,5,0,0,4,5,2,2,0,4,0,1,5,3,3,0,2,5,0,0,1
Staffard Canete,M,1,0,969,5,0,3,1,4,1,4,0,5,4,1,0,0,5,4,0,1,0,3,3,5,3,4,4,2,5,3,4,4,0,5,2,0,2,3,0,1,0,0,2,0,1,3,3,0,1
Jessee Siely,M,56,16,623,3,0,2,1,3,4,0,0,3,5,5,3,0,0,1,4,2,0,1,3,3,1,4,1,0,1,0,0,1,5,2,0,3,1,0,0,5,1,0,4,0,5,3,2,3,1
