Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Sacha Kabos,F,1,14,629,5,0,1,0,4,0,0,0,0,1,4,2,5,4,0,0,1,3,5,3,2,2,0,3,0,0,0,0,3,1,3,5,0,2,1,0,3,0,4,2,2,2,2,4,0,1
Vassily Coldrick,M,25,15,799,2,0,5,3,0,1,0,2,5,1,3,5,0,0,0,0,1,0,3,0,0,0,0,0,5,5,4,3,3,0,4,0,0,2,0,0,0,0,0,1,0,0,3,0,0,2
Nicol Klimpt,M,25,19,833,0,0,3,5,0,0,0,0,0,0,5,5,5,0,3,0,1,0,0,0,0,1,0,0,0,2,5,0,2,0,0,1,0,1,3,0,3,0,0,0,0,0,0,3,0,4
Samuel Cowmeadow,M,25,8,813,5,0,1,5,0,0,0,0,3,4,2,0,2,0,0,0,4,0,4,0,2,2,3,3,4,1,0,3,2,4,2,1,0,3,3,4,3,1,4,0,3,0,0,3,0,5
Normand Vergo,M,18,1,231,1,0,0,5,0,1,0,2,0,0,4,1,0,0,4,0,2,0,0,3,1,1,3,1,0,5,3,1,3,2,1,0,0,5,2,0,5,0,0,0,1,0,3,5,0,0
Amery Kenson,M,18,4,921,1,3,4,5,0,0,0,2,0,0,2,5,5,0,0,5,1,2,0,0,0,0,5,0,4,4,3,5,1,4,4,5,0,2,0,4,0,5,1,2,0,0,2,0,3,1
Bowie Marns,M,1,0,212,0,0,1,5,3,0,0,0,0,3,5,5,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,3,0,0,0,0,0,0,0,0,5,0,0,5
Noelle Volks,F,45,8,993,0,0,0,3,0,3,4,2,0,5,5,4,5,1,5,5,4,2,0,2,4,4,0,5,1,0,4,4,0,2,0,4,4,3,5,3,0,0,0,4,3,3,0,1,2,1
Gunilla Magnay,F,56,8,166,3,0,2,4,0,2,1,4,5,5,5,1,0,0,4,1,5,3,2,3,0,5,0,3,3,0,0,0,4,5,5,1,5,4,5,0,0,0,5,5,2,5,0,1,1,2
Lyndsey Dalgetty,F,35,5,919,1,1,0,4,0,1,0,0,0,4,3,4,4,0,4,5,1,5,2,4,2,0,0,0,3,5,1,2,1,3,3,3,4,3,2,5,4,5,5,3,4,3,2,5,3,4
Frans Beert,M,25,13,215,5,1,0,5,0,0,0,2,2,0,0,1,0,2,0,0,2,0,0,0,0,0,0,4,0,5,0,0,0,0,2,0,0,2,3,5,0,3,5,0,0,3,5,4,0,0
Solomon Ber,M,25,3,809,5,1,2,5,4,0,0,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,2,2,2,0,2,0,1,5,0,0,5,0,0,0,0,3,0,0,2
Beale Boughtflower,M,25,3,836,0,0,2,5,0,2,1,1,2,0,5,2,0,3,5,2,0,3,2,1,2,4,0,5,0,0,0,0,0,2,4,0,0,4,5,4,0,0,0,2,0,3,0,1,0,2
