Name,Gender,Age,Occupation,ZIP-code,2,56,247,260,653,673,810,885,1009,1073,1097,1126,1525,1654,1702,1750,1881,1920,1967,2017,2021,2043,2086,2087,2093,2100,2105,2138,2143,2174,2193,2253,2399,2628,2797,2872,2968,3393,3438,3439,3440,3466,3479,3489,3877,3889
Etienne Lovell,M,25,7,957,0,0,2,3,3,2,0,0,3,5,3,0,2,1,2,2,4,4,4,0,3,3,0,4,4,4,0,4,0,0,3,0,5,2,3,4,4,0,0,0,0,0,0,2,5,2
Julius Felipe,M,1,10,778,0,0,0,5,4,0,0,2,0,5,3,4,1,0,0,0,5,5,2,0,0,1,0,4,0,0,2,2,2,4,0,5,0,0,4,2,2,0,4,0,2,0,0,2,3,0
Jayne Winckle,F,50,18,772,1,0,2,3,4,2,0,5,2,0,3,1,4,0,1,0,5,0,3,4,2,5,3,4,0,5,3,4,2,5,4,2,3,1,3,2,5,5,2,3,0,1,2,5,3,0
Gaylor Spread,M,18,13,666,0,3,0,5,0,3,3,0,2,0,4,4,0,1,0,3,4,0,1,4,5,1,5,5,3,0,2,0,1,1,4,0,3,4,0,5,3,2,3,0,0,0,5,0,0,0
Jennifer Corse,F,25,4,197,2,3,0,2,1,3,3,3,5,2,0,4,5,1,1,0,4,2,0,1,4,5,0,5,2,0,5,3,5,1,5,5,4,0,4,4,3,2,1,0,4,3,4,3,2,4
Brok Gellibrand,M,45,0,19,3,0,4,5,0,0,1,2,1,2,2,2,0,0,5,0,2,1,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,1,5,3,3,0,0,0
Robinson Miranda,M,25,7,765,2,0,0,4,5,4,0,5,4,1,4,0,4,0,2,2,2,4,3,5,4,0,0,3,0,2,2,0,5,2,4,3,4,1,5,1,2,5,5,1,5,5,2,2,5,0
Harold Vaz,M,25,4,70,1,2,0,3,0,0,4,0,5,3,4,0,2,0,3,0,5,4,1,0,0,2,2,0,0,5,3,3,0,3,0,4,4,0,0,0,5,0,0,0,0,0,0,5,5,0
Hermann Sands-Allan,M,18,13,803,5,1,5,5,4,3,4,0,5,1,1,1,1,3,5,3,0,4,1,5,4,2,3,2,5,0,4,0,0,0,5,1,5,0,1,4,1,3,3,1,0,2,3,1,4,3
Thacher Coupland,M,45,11,200,2,2,2,2,4,3,0,5,5,1,4,4,3,5,2,3,3,1,3,3,5,2,4,5,2,5,2,5,3,1,5,2,3,2,3,1,3,2,4,1,2,5,5,1,4,5
Alano Farnie,M,35,17,313,4,4,4,3,3,0,1,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,4,4,0,0,5,0,5,0,0,0,3,0,0,0,0,0,0
Ansell Littlejohn,M,18,6,361,0,0,0,1,2,0,1,2,1,0,4,0,3,4,0,0,0,0,4,0,0,3,4,3,4,2,5,2,4,0,3,1,0,4,5,0,4,0,3,1,0,0,0,4,0,0
Kellie Deniscke,F,56,8,847,0,0,1,4,5,5,2,5,0,0,1,0,2,1,2,2,1,0,5,4,5,2,0,5,3,4,2,2,1,0,4,5,1,5,3,5,1,0,5,1,1,3,5,0,1,3
Christophe Netting,M,35,16,370,0,0,0,5,0,1,0,0,5,4,4,2,1,3,2,3,0,5,5,3,2,3,3,3,0,3,0,3,4,4,4,1,1,5,4,5,1,2,0,0,0,0,3,2,3,0
Dolph McCracken,M,50,14,445,5,0,3,3,0,2,1,3,2,5,0,1,1,2,1,2,0,2,3,4,3,5,3,4,3,3,4,1,0,0,0,2,3,0,3,4,4,1,3,2,0,5,3,0,4,2
Spenser Fuxman,M,56,6,921,0,0,3,0,4,3,3,3,2,5,5,0,0,2,5,0,3,3,4,4,1,1,4,5,3,0,4,0,5,4,1,3,0,0,1,4,4,0,3,0,0,0,5,3,2,2
Evangelia Olek,F,50,3,325,4,0,0,5,2,2,0,2,0,5,3,4,1,4,2,2,3,5,2,5,4,0,3,3,0,0,2,3,5,5,4,5,0,4,4,5,3,3,5,3,1,2,4,5,3,5
Niel Brittain,M,45,18,358,3,3,4,4,1,5,0,3,1,0,5,1,2,0,3,5,1,3,2,1,4,1,2,0,0,1,5,5,2,5,0,5,4,2,2,0,2,4,0,2,0,2,4,1,5,1
Daron Whitley,F,45,7,26,4,4,0,1,1,0,3,0,5,1,0,5,5,4,5,0,1,3,5,3,4,1,2,5,5,1,3,3,3,2,5,1,2,1,1,4,0,5,5,2,1,2,3,3,2,3
Sawyer Fellgate,M,18,7,466,3,2,5,5,4,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,1,3,4,0,0,0,0,0,4,0,0,0
Darbee Raigatt,M,50,0,338,4,1,4,5,3,1,3,4,5,2,2,4,1,0,3,4,4,5,1,5,4,0,2,4,0,0,5,3,5,3,4,2,2,0,3,0,0,1,0,0,0,1,1,0,4,1
Jo McCleverty,M,25,2,975,0,4,0,5,3,2,0,2,0,4,1,0,0,0,0,3,5,3,2,0,0,0,0,4,0,2,1,0,0,2,0,5,4,2,3,2,5,0,4,0,1,0,0,4,3,0
Rachelle Cettell,F,35,4,770,1,0,5,5,0,2,0,2,2,1,5,1,0,4,3,0,1,4,2,1,0,2,0,0,4,5,0,2,0,3,3,3,2,4,1,2,0,5,1,5,5,4,2,0,1,5
